  3.497391392023123E-005  0.000000000000000E+000  0.000000000000000E+000
  1.739018170752577E-005  0.000000000000000E+000  0.000000000000000E+000
  6.449729952473047E-006  0.000000000000000E+000  0.000000000000000E+000
  1.957554306546753E-005  0.000000000000000E+000  0.000000000000000E+000
 -1.574638741478170E-004  0.000000000000000E+000  0.000000000000000E+000
  1.719775096955028E-005  0.000000000000000E+000  0.000000000000000E+000
  3.176734309249484E-006  0.000000000000000E+000  0.000000000000000E+000
  9.641686570613097E-006  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  3.497391392023123E-005  0.000000000000000E+000
  0.000000000000000E+000  1.739018170752577E-005  0.000000000000000E+000
  0.000000000000000E+000  6.449729952473047E-006  0.000000000000000E+000
  0.000000000000000E+000  1.957554306546753E-005  0.000000000000000E+000
  0.000000000000000E+000 -1.574638741478170E-004  0.000000000000000E+000
  0.000000000000000E+000  1.719775096955028E-005  0.000000000000000E+000
  0.000000000000000E+000  3.176734309249484E-006  0.000000000000000E+000
  0.000000000000000E+000  9.641686570613097E-006  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  3.497391392023123E-005
  0.000000000000000E+000  0.000000000000000E+000  1.739018170752577E-005
  0.000000000000000E+000  0.000000000000000E+000  6.449729952473047E-006
  0.000000000000000E+000  0.000000000000000E+000  1.957554306546753E-005
  0.000000000000000E+000  0.000000000000000E+000 -1.574638741478170E-004
  0.000000000000000E+000  0.000000000000000E+000  1.719775096955028E-005
  0.000000000000000E+000  0.000000000000000E+000  3.176734309249484E-006
  0.000000000000000E+000  0.000000000000000E+000  9.641686570613097E-006
  1.739018170752577E-005  0.000000000000000E+000  0.000000000000000E+000
  3.452294182391068E-005  0.000000000000000E+000  0.000000000000000E+000
  1.929515739357083E-005  0.000000000000000E+000  0.000000000000000E+000
  6.505971924193247E-006  0.000000000000000E+000  0.000000000000000E+000
 -1.648298917751761E-004  0.000000000000000E+000  0.000000000000000E+000
  8.592788649757543E-006  0.000000000000000E+000  0.000000000000000E+000
  9.503586158857109E-006  0.000000000000000E+000  0.000000000000000E+000
  3.204435560757597E-006  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  1.739018170752577E-005  0.000000000000000E+000
  0.000000000000000E+000  3.452294182391068E-005  0.000000000000000E+000
  0.000000000000000E+000  1.929515739357083E-005  0.000000000000000E+000
  0.000000000000000E+000  6.505971924193247E-006  0.000000000000000E+000
  0.000000000000000E+000 -1.648298917751761E-004  0.000000000000000E+000
  0.000000000000000E+000  8.592788649757543E-006  0.000000000000000E+000
  0.000000000000000E+000  9.503586158857109E-006  0.000000000000000E+000
  0.000000000000000E+000  3.204435560757597E-006  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  1.739018170752577E-005
  0.000000000000000E+000  0.000000000000000E+000  3.452294182391068E-005
